"","Gene11","Gene13","Gene14","Gene15","Gene16","Gene17","Gene18","Gene19","Gene20","Gene21","Gene22","Gene33","Gene34","Gene35","Gene42","Gene43","Gene82","Gene85","Gene87","Gene88","Gene89","Gene90","Gene92","Gene94","Gene95","Gene96","Gene97","Gene98","Gene117","Gene121","Gene122","Gene125","Gene139","Gene140","Gene143","Gene147","Gene152","Gene155","Gene161","Gene165","Gene192","Gene194","Gene233","Gene272","Gene351","Gene414","Gene425","Gene586","Gene602","Gene614","Gene629","Gene659","Gene697","Gene791","Gene819","Gene826","Gene829","Gene966","Gene1000","Gene1026","Gene1076","Gene1107","Gene1111","Gene1139","Gene1171","Gene1206","Gene1374","Gene1429","Gene1431","Gene1439","Gene1492","Gene1509","Gene1607","Gene1628","Gene1657","Gene1695","Gene1714","Gene1753","Gene1755","Gene1829","Gene1873","Gene1902","Gene1939","Gene1941"
"Cell873",0,14,1,19,3,35,0,1,0,27,18,55,0,1,34,8,36,1,3,28,5,22,1,2,0,40,23,25,0,4,0,6,0,6,0,7,5,0,1,20,36,4,0,17,6,12,113,2,5,46,4,2,11,197,13,76,0,49,0,7,12,70,5,3,6,18,0,4,3,1,4,50,38,0,32,49,13,16,1,11,7,0,21,9
"Cell874",0,37,5,36,0,56,0,0,3,28,62,56,0,13,32,13,33,0,2,26,7,22,3,1,1,48,42,93,0,11,0,6,3,9,0,8,6,7,0,41,98,2,0,37,8,30,196,3,3,57,20,8,5,367,30,102,0,73,0,13,19,48,4,2,11,19,0,4,0,2,8,70,45,0,30,69,37,40,1,14,4,2,14,23
"Cell875",0,27,0,11,2,18,0,0,3,18,64,35,0,13,26,9,33,3,2,18,3,14,6,1,5,12,25,41,0,13,0,15,0,2,0,8,1,0,0,30,49,8,0,39,9,33,143,0,5,80,4,9,13,154,22,92,0,59,0,3,25,91,4,5,10,21,0,14,1,2,7,58,33,0,24,106,20,28,7,5,2,1,10,29
"Cell876",0,35,0,11,4,27,0,0,3,16,58,38,0,5,38,4,36,0,2,24,12,15,1,3,0,17,23,57,1,7,0,3,4,4,6,5,4,0,0,42,42,1,0,31,3,22,143,2,0,76,17,5,3,274,25,86,0,44,0,6,35,47,0,0,5,18,0,16,12,1,16,58,49,0,17,57,14,33,0,2,5,2,15,24
"Cell877",0,53,0,4,3,33,2,0,1,17,36,37,1,2,29,20,29,2,1,27,4,20,1,0,0,22,20,65,0,12,0,7,0,3,6,4,2,1,0,41,54,4,0,24,0,33,137,2,10,89,7,6,7,228,44,80,0,30,0,6,23,54,2,1,6,17,0,15,3,6,5,62,33,0,24,55,6,29,4,8,5,1,17,18
"Cell878",0,44,6,15,5,24,1,0,6,11,32,80,1,3,40,4,40,3,5,15,5,11,6,7,2,31,66,83,2,20,0,12,4,6,0,13,4,7,0,46,49,6,0,34,2,33,167,6,4,65,5,4,14,234,27,120,0,68,0,6,37,80,4,0,10,20,0,13,2,5,10,82,36,0,28,68,16,59,1,7,4,1,8,16
"Cell879",0,30,0,17,0,19,0,0,0,14,28,44,1,2,23,5,21,0,0,7,3,25,5,2,1,27,10,54,0,11,0,4,0,6,0,4,0,0,0,16,53,3,0,16,2,13,96,2,5,42,7,6,1,244,36,92,0,27,0,1,10,34,3,1,6,18,0,9,1,0,2,60,26,0,11,29,9,25,1,5,2,0,6,11
"Cell880",0,64,4,24,5,28,0,0,0,35,40,64,0,3,32,12,43,3,5,24,19,29,8,1,3,25,24,43,0,14,2,13,3,7,1,12,7,5,0,55,59,7,1,28,9,28,172,1,2,65,10,6,13,244,39,138,0,36,0,2,14,73,4,0,9,37,0,3,8,3,1,72,62,0,26,52,6,58,3,5,8,0,19,25
"Cell881",0,67,5,27,11,62,1,0,2,35,77,64,2,20,40,10,36,1,13,25,15,31,4,1,1,58,56,86,0,5,0,7,7,6,1,9,9,1,1,72,116,4,0,47,2,55,203,1,6,101,18,6,3,426,48,190,0,80,0,8,30,56,0,2,12,33,0,4,0,4,9,74,56,0,14,105,31,58,4,15,8,2,6,23
"Cell882",0,36,0,12,3,32,0,0,4,25,50,86,0,6,22,2,44,1,2,22,5,22,2,1,3,25,48,63,1,3,0,13,1,6,2,17,4,1,0,40,73,5,0,47,3,27,186,4,4,84,18,2,1,252,25,154,1,51,0,17,47,68,2,1,22,27,0,9,1,4,8,57,52,0,15,44,12,64,1,14,4,0,9,46
"Cell883",0,49,0,14,2,44,0,3,1,23,82,53,6,7,29,17,42,6,2,31,9,8,2,2,1,31,33,94,0,4,2,3,0,3,0,9,2,0,0,45,51,0,0,40,4,17,156,8,5,69,14,15,1,265,37,104,0,38,0,7,37,87,5,1,12,23,0,4,1,2,11,67,46,0,36,64,11,31,3,12,7,0,17,12
"Cell884",0,39,2,20,7,39,0,0,8,38,47,61,0,14,21,7,50,3,4,14,12,21,4,3,0,29,32,83,0,15,1,18,2,5,2,17,7,9,0,56,57,9,0,52,2,24,241,4,1,117,11,9,10,329,31,176,0,89,0,3,35,98,5,1,19,42,0,3,13,1,9,74,46,0,44,77,17,43,5,9,3,1,14,33
"Cell885",0,39,4,25,3,72,1,0,1,20,53,61,2,11,16,0,60,0,2,29,4,13,1,0,1,23,27,67,0,11,0,10,1,3,0,14,6,2,0,89,77,7,0,67,1,24,161,1,6,91,9,0,3,367,30,122,0,59,0,10,49,43,1,2,6,37,0,13,1,3,8,52,65,0,26,36,13,42,0,7,5,6,11,27
"Cell886",0,54,2,20,2,50,0,0,2,14,53,60,0,20,36,15,76,2,2,48,20,25,6,1,2,27,51,109,0,25,0,6,0,9,1,19,9,1,0,54,65,0,0,42,4,58,237,6,3,51,11,7,3,315,27,162,0,117,0,12,24,75,5,2,21,25,0,7,0,2,9,76,86,0,43,58,10,33,4,18,3,2,19,23
"Cell887",0,54,1,3,2,32,0,0,1,21,35,35,2,3,23,9,38,1,7,34,10,34,6,5,1,37,41,36,0,4,0,5,2,2,0,6,2,0,1,35,39,3,0,22,0,38,124,0,6,60,8,4,2,190,15,62,0,52,0,6,30,67,2,7,5,9,0,10,0,2,6,11,35,0,24,96,17,19,0,11,3,1,13,7
"Cell888",0,65,1,22,2,52,0,0,7,35,56,67,4,0,36,7,42,0,4,11,8,14,4,1,1,40,32,72,0,5,0,14,0,3,0,5,1,5,0,53,56,2,0,63,1,27,176,1,3,65,15,0,6,301,30,152,0,57,0,13,44,68,2,0,11,32,0,4,5,2,9,88,45,0,30,86,28,34,2,13,4,1,10,26
"Cell889",0,43,0,14,6,28,0,0,8,16,54,32,0,6,19,8,20,3,3,23,6,17,1,1,2,18,17,45,0,8,0,11,1,8,0,4,8,1,0,30,23,0,0,32,1,20,114,3,5,60,6,1,4,152,25,82,0,78,0,3,20,38,1,0,4,29,0,2,2,0,7,44,36,0,43,46,18,21,2,9,3,0,10,16
"Cell890",0,57,0,13,1,59,0,0,6,17,78,51,0,10,28,11,38,1,5,35,6,22,2,0,7,35,36,77,0,8,1,20,2,13,1,4,0,5,0,63,35,4,2,44,0,26,175,0,3,55,13,12,3,282,27,138,0,67,0,8,33,69,6,8,9,26,0,12,1,1,3,77,77,2,21,44,17,43,6,35,0,1,22,45
"Cell891",0,67,0,15,8,49,1,1,3,29,64,92,6,8,43,7,58,3,2,41,21,41,6,3,5,43,65,75,0,23,0,19,1,11,4,7,5,10,0,84,93,6,0,54,5,72,304,11,7,81,15,1,9,342,27,171,0,98,0,18,38,70,1,1,21,47,0,12,7,7,9,89,73,0,67,57,28,49,2,22,8,3,20,63
"Cell892",0,41,0,21,10,25,0,0,1,17,62,86,0,8,20,9,43,4,3,20,12,10,8,0,0,24,25,64,0,6,0,7,0,4,0,11,3,2,1,44,60,1,0,40,2,32,185,1,5,66,7,2,10,308,40,92,0,59,0,1,48,72,3,1,9,22,0,18,0,4,1,64,63,0,24,89,8,31,1,15,3,4,10,33
"Cell893",0,34,1,11,9,59,0,1,0,17,66,58,3,10,27,5,36,4,4,19,12,17,4,2,5,31,16,76,0,20,0,6,3,4,2,13,7,0,0,64,72,6,0,42,14,37,227,2,13,89,5,7,5,326,44,116,0,67,0,18,28,95,1,4,4,28,0,5,6,4,3,80,50,0,51,59,24,37,2,11,5,3,7,35
"Cell894",0,41,0,14,3,38,1,1,1,10,44,56,1,7,29,3,25,1,3,9,9,18,2,1,0,23,37,49,0,13,1,7,1,3,2,10,0,5,0,33,40,1,0,53,4,25,182,1,0,77,19,3,10,177,22,79,2,64,0,8,17,90,7,0,10,33,0,13,2,0,4,56,64,0,25,45,4,32,1,8,4,0,10,46
"Cell895",0,50,1,7,9,34,0,0,8,28,30,61,0,5,23,12,40,0,1,17,1,17,5,1,3,14,37,34,0,6,1,5,3,8,1,8,5,8,0,24,47,2,0,43,4,20,150,5,6,56,16,3,12,298,22,111,0,47,0,7,34,64,0,1,4,34,0,6,1,4,12,57,35,0,30,67,20,38,2,3,3,2,12,33
"Cell896",0,35,1,20,5,50,2,0,0,19,44,41,1,7,37,17,47,0,2,35,4,12,0,7,2,29,33,56,0,14,0,9,1,5,0,7,3,2,0,54,52,4,1,28,18,22,130,1,2,58,5,7,2,211,23,89,0,53,0,19,29,52,1,2,8,26,0,6,0,0,3,85,49,0,29,34,17,23,2,2,4,4,17,23
"Cell897",0,48,0,15,5,38,0,0,0,20,47,57,3,9,24,17,20,2,3,30,3,24,5,5,6,37,33,57,0,14,0,19,0,11,0,15,5,3,0,44,55,10,0,38,3,59,133,3,2,70,11,8,3,333,42,134,0,59,0,11,35,80,2,0,28,36,0,8,6,6,7,69,42,0,33,40,27,48,3,3,2,5,10,18
"Cell898",0,51,1,8,9,46,1,0,1,27,66,50,1,2,12,4,49,2,3,36,0,39,2,1,1,30,41,72,0,12,0,9,1,7,0,18,5,1,0,50,59,0,0,29,6,25,143,0,7,92,24,1,4,258,28,126,2,52,0,10,44,86,1,0,5,34,0,7,3,2,5,60,60,0,28,92,12,29,6,4,10,0,20,32
"Cell899",0,21,3,8,3,36,0,0,1,15,35,43,0,1,16,1,23,2,3,12,0,12,0,2,1,17,7,58,0,10,0,11,0,11,0,5,0,1,2,30,30,15,1,49,1,28,158,1,9,53,6,10,7,217,24,76,0,72,0,9,20,79,2,0,7,16,0,8,7,2,9,57,50,1,21,47,14,14,7,8,2,1,9,21
"Cell900",0,62,1,15,12,45,1,0,1,21,74,68,2,16,30,29,84,5,0,31,4,30,0,2,0,37,37,106,0,13,0,12,0,12,4,9,7,3,0,89,46,3,0,41,6,60,206,2,6,82,27,7,5,609,40,127,2,101,0,8,42,88,0,5,20,47,0,10,10,12,11,132,71,1,40,54,40,48,1,14,16,0,13,19
"Cell901",0,38,1,12,1,36,0,0,0,25,39,39,0,6,11,5,35,1,2,13,17,6,3,0,2,20,29,67,0,3,0,7,1,5,0,7,5,2,0,36,38,1,0,23,4,31,160,1,3,76,23,4,2,248,18,102,0,77,2,2,20,42,2,1,24,20,0,8,7,0,3,62,29,0,13,48,17,44,2,5,9,3,7,35
"Cell902",0,52,0,27,3,35,1,4,6,30,62,47,0,2,55,9,75,0,1,24,13,25,6,2,5,44,42,88,0,11,1,16,1,8,2,9,6,4,2,49,73,5,0,75,10,53,209,0,16,87,15,5,7,443,44,165,1,77,0,13,60,107,3,4,22,35,0,7,2,13,9,100,62,1,47,63,29,71,2,15,7,5,14,53
"Cell903",0,90,5,18,2,32,0,0,0,14,49,47,0,7,12,5,27,5,5,44,8,11,2,3,1,26,37,108,0,17,0,11,0,16,0,12,0,2,1,42,50,3,0,44,5,47,204,0,9,61,12,4,13,303,40,128,0,82,0,8,34,67,2,2,12,38,0,14,2,0,7,20,49,0,28,96,16,41,3,4,6,1,25,32
"Cell904",0,38,0,16,1,57,6,0,1,15,39,30,0,5,14,8,47,1,1,16,7,32,1,3,5,25,21,53,0,4,0,19,0,5,0,7,3,1,0,38,54,1,1,35,10,39,132,1,5,38,13,8,3,188,37,112,0,46,0,24,34,57,1,0,4,27,0,5,1,1,4,47,33,0,30,33,10,33,0,8,6,0,12,9
"Cell905",0,58,0,13,4,14,0,0,0,13,37,39,0,6,26,1,51,3,0,24,16,24,0,2,0,24,22,58,0,15,1,3,0,8,3,0,2,2,2,48,40,4,0,33,1,20,137,0,0,23,22,12,8,191,20,77,0,46,0,9,19,50,2,1,10,23,0,0,6,1,5,41,27,0,31,33,5,18,2,2,3,3,10,42
"Cell906",0,45,0,14,1,31,1,0,5,10,33,26,0,4,21,10,13,0,3,14,12,24,4,3,1,20,36,33,2,9,1,8,0,8,0,3,4,0,1,31,39,9,0,38,3,18,88,4,3,48,13,10,5,239,14,66,0,36,0,4,24,40,1,0,5,19,0,7,6,1,10,41,41,0,13,77,13,25,1,6,2,0,3,21
"Cell907",0,54,1,12,2,30,1,0,2,16,37,56,0,6,13,14,57,1,2,13,7,17,4,1,2,25,27,62,0,8,0,10,2,1,2,14,4,2,1,49,47,1,0,19,3,14,146,4,6,59,13,4,3,264,17,79,0,55,0,16,27,56,0,0,4,23,0,8,4,2,10,56,37,0,24,85,5,33,2,13,6,1,12,28
"Cell908",0,33,2,10,4,42,0,1,3,31,78,67,0,13,9,8,76,0,2,41,9,38,4,3,9,42,24,60,0,5,0,7,1,1,0,12,2,0,0,58,49,12,0,54,0,41,157,4,7,82,20,8,6,349,47,152,2,46,0,11,25,80,1,1,8,31,0,18,1,2,22,74,79,0,35,52,22,32,0,13,11,1,14,29
"Cell909",0,21,0,13,2,23,0,0,4,37,29,36,1,11,15,3,30,7,0,15,4,10,2,6,0,15,28,39,0,8,0,4,0,3,0,20,1,2,0,60,29,8,0,31,1,25,123,7,6,52,7,3,2,235,19,56,0,61,0,10,26,64,2,1,5,15,0,7,3,1,7,40,40,0,23,49,16,16,0,14,5,0,12,18
"Cell910",0,55,3,20,1,26,7,0,4,10,19,22,1,0,15,4,20,3,4,14,9,32,0,0,1,9,24,28,0,8,0,7,0,0,0,7,6,0,4,36,29,2,0,26,1,18,70,0,4,34,9,4,4,149,15,81,0,41,0,11,16,41,0,0,7,8,0,0,9,3,3,38,60,0,30,34,14,24,0,6,0,3,12,8
"Cell911",0,23,0,14,0,34,0,0,3,21,70,64,4,2,19,7,70,0,3,41,5,8,0,0,1,19,34,55,0,14,0,17,4,2,0,8,0,1,0,52,53,7,0,41,2,23,161,2,7,71,11,4,2,241,20,146,0,49,0,10,33,63,0,4,5,24,0,2,2,5,6,57,60,0,18,58,9,56,6,6,4,0,22,25
"Cell912",0,67,0,15,2,33,0,0,2,33,64,38,0,6,25,4,55,3,1,14,5,31,2,2,2,23,29,70,0,14,0,23,0,6,0,13,5,1,2,48,61,3,0,16,2,30,209,4,8,75,20,6,4,340,25,162,2,68,1,6,20,50,0,1,18,49,0,5,0,7,3,78,64,0,20,82,20,43,6,10,8,0,7,26
"Cell913",0,30,1,20,3,33,0,0,3,32,84,67,3,4,19,11,61,3,4,29,1,21,4,4,1,27,17,104,0,10,2,4,4,9,2,1,3,2,0,75,64,4,2,42,2,29,171,0,8,85,17,2,3,317,32,121,2,57,0,3,22,74,0,2,7,25,0,7,0,1,5,54,44,0,47,82,21,27,0,4,7,1,13,22
"Cell914",0,35,1,22,3,64,2,0,5,45,70,79,0,8,32,23,42,4,4,22,12,15,0,2,6,22,37,67,0,11,0,9,1,5,0,16,16,0,0,46,62,3,0,33,9,53,166,1,6,81,38,5,1,418,28,218,0,75,1,10,29,45,2,2,17,18,0,12,6,9,6,76,68,0,50,64,31,37,1,5,10,0,13,34
"Cell915",0,32,1,8,4,22,2,0,2,48,77,48,0,12,37,11,48,2,1,29,2,27,2,1,1,27,23,50,0,8,0,1,2,7,0,1,7,1,0,24,31,6,0,43,2,33,185,1,7,81,14,1,1,307,36,56,0,57,0,6,32,62,1,0,16,13,0,5,2,2,6,46,34,0,27,58,36,40,4,6,3,0,16,26
"Cell916",0,55,4,16,3,45,1,0,5,24,76,73,1,9,25,9,23,4,11,32,11,36,2,2,1,35,58,103,0,8,0,15,1,5,8,7,2,4,0,60,77,12,3,60,2,26,278,4,16,109,33,2,7,379,35,196,0,84,0,3,46,69,3,0,21,27,2,12,1,7,12,108,82,0,58,68,24,41,5,26,7,0,33,27
"Cell917",0,28,5,33,8,44,0,0,2,17,62,38,0,12,22,15,38,1,6,34,14,19,4,3,0,35,40,86,0,7,0,6,3,4,0,4,6,0,0,53,46,9,0,37,1,46,199,3,14,64,10,5,7,212,31,114,2,48,0,3,46,74,1,1,14,32,0,3,2,3,9,57,69,0,19,60,15,40,5,3,5,0,15,31
"Cell918",0,47,2,12,0,42,0,0,7,30,49,59,0,3,23,8,40,1,5,28,11,27,6,2,4,33,15,71,0,10,0,5,0,5,0,11,2,2,2,30,58,2,0,43,2,33,177,3,8,42,10,4,3,256,40,138,0,58,1,7,33,77,0,2,5,34,0,6,4,0,3,61,60,0,22,81,10,58,0,20,5,0,9,24
"Cell919",0,32,3,21,3,23,0,0,2,14,51,59,1,4,33,8,22,0,3,20,13,24,3,2,0,10,32,61,0,9,0,15,0,3,0,10,1,2,0,58,79,5,0,57,9,36,170,3,5,50,11,1,1,311,27,103,0,63,0,1,35,65,9,1,13,26,0,15,1,2,2,68,55,0,21,43,13,27,1,9,0,0,15,31
"Cell920",0,48,2,32,3,39,1,1,2,40,61,49,0,19,38,13,62,0,1,22,9,20,0,0,4,33,17,84,0,12,1,19,3,3,0,20,1,1,0,46,63,1,0,42,1,26,230,6,17,91,26,6,5,344,41,134,1,66,0,12,30,43,3,3,10,34,0,10,4,3,9,84,75,1,41,62,21,48,3,7,13,0,8,11
"Cell921",0,49,0,18,7,47,0,0,5,19,52,48,0,4,29,5,19,0,6,25,11,13,4,1,4,30,39,44,0,23,0,18,4,10,0,6,6,0,0,42,46,19,0,60,0,35,151,1,2,84,22,12,4,219,18,120,0,81,0,10,26,113,4,0,4,47,0,6,3,9,6,65,33,0,36,52,21,17,0,5,7,2,19,29
"Cell922",0,56,0,20,3,29,6,0,3,19,86,52,0,12,43,7,15,6,1,30,8,7,5,3,2,16,24,39,0,4,0,15,0,4,2,22,6,6,0,36,74,0,2,40,0,22,128,4,5,52,8,11,9,301,24,116,0,60,0,4,15,62,4,2,19,19,0,3,0,4,2,70,43,0,20,23,27,25,4,6,7,0,15,23
"Cell923",0,49,1,11,6,34,0,0,7,22,49,64,1,6,35,12,75,1,2,18,8,16,0,5,3,20,34,60,0,11,0,22,0,4,2,15,8,1,1,64,44,7,0,45,6,14,186,0,4,91,23,4,10,349,20,93,0,69,0,9,21,57,4,3,4,30,0,14,6,3,6,77,66,0,38,101,16,57,1,24,4,0,37,30
"Cell924",0,47,0,32,0,56,0,0,5,17,37,72,0,8,26,5,26,7,0,57,12,18,3,2,1,30,30,100,0,9,0,5,0,4,2,12,4,0,0,67,62,1,1,44,3,45,188,0,0,80,19,3,7,390,38,122,0,82,0,2,29,73,2,0,9,24,0,10,4,10,6,45,59,0,33,65,23,43,2,7,8,1,6,27
"Cell925",0,32,1,15,1,24,0,0,0,8,60,47,1,5,30,5,19,0,2,19,4,28,5,1,1,25,17,36,0,10,0,7,0,4,1,5,3,1,0,46,50,4,0,32,2,31,88,1,4,56,24,7,0,224,20,117,0,54,0,7,23,62,4,1,24,42,0,6,2,9,9,48,50,0,16,48,22,27,0,8,2,1,5,18
"Cell926",0,50,2,17,4,36,0,0,0,17,40,47,1,9,15,8,36,1,6,24,4,14,8,1,2,35,43,56,0,6,0,7,1,7,1,10,2,0,0,56,44,3,0,32,7,26,130,0,0,68,5,4,5,287,27,75,0,38,0,10,32,50,2,4,2,19,0,12,8,1,7,38,58,0,15,69,21,38,0,1,4,0,6,23
"Cell927",0,22,0,4,5,43,1,0,3,23,55,53,1,1,5,9,21,3,1,31,5,32,2,1,3,23,35,68,0,13,0,4,0,7,1,10,5,6,0,62,45,0,0,30,2,12,128,4,0,56,5,9,5,227,38,94,0,43,0,10,14,34,4,4,7,27,0,5,3,6,6,36,49,0,14,55,7,29,0,20,2,0,18,32
"Cell928",0,17,0,21,4,37,1,0,0,17,37,36,0,0,15,6,35,2,1,15,5,10,1,2,1,24,20,45,0,2,2,8,1,2,0,3,3,2,0,44,50,2,0,31,0,36,135,0,9,51,11,3,5,203,25,97,0,50,0,3,29,77,3,2,10,23,0,3,4,0,4,20,43,0,30,63,12,32,0,4,2,0,8,15
"Cell929",0,66,3,14,5,59,1,0,3,31,72,102,0,10,33,15,41,3,8,36,24,39,1,5,4,25,41,72,0,18,0,7,4,11,1,10,2,6,0,43,80,3,3,49,3,22,224,6,9,66,21,4,11,401,42,110,0,61,0,10,30,63,8,6,8,30,0,3,7,4,15,47,49,0,31,121,28,48,2,1,9,1,12,28
"Cell930",0,48,3,14,1,50,0,0,5,23,60,46,2,6,22,0,66,0,0,15,6,10,2,2,1,27,25,97,0,14,0,8,0,4,0,16,1,3,0,18,52,4,0,27,6,32,192,1,2,65,8,14,2,324,21,124,0,102,0,8,25,84,3,3,13,34,0,5,6,9,4,53,55,0,35,90,20,42,2,17,2,2,8,25
"Cell931",0,35,3,9,3,26,0,0,2,11,33,47,0,8,26,18,35,0,1,18,2,22,2,1,1,20,28,53,1,5,0,11,1,2,0,9,6,8,0,49,31,4,1,40,2,17,137,3,8,54,20,4,7,337,20,108,2,48,0,1,35,87,2,0,7,13,0,9,5,2,19,65,49,0,25,66,12,43,0,7,6,0,14,29
"Cell932",0,18,1,19,2,46,0,0,5,18,62,39,0,4,21,5,29,1,0,22,9,11,8,2,4,17,19,59,0,9,0,11,1,1,4,4,2,2,0,23,32,4,0,26,0,28,88,1,2,49,14,0,2,234,18,133,0,43,0,9,27,49,5,0,6,20,0,0,3,1,1,42,36,0,23,51,5,49,0,3,10,0,18,38
"Cell933",0,57,0,17,6,65,0,0,3,27,75,70,4,7,32,7,57,1,1,24,10,39,1,5,2,32,44,103,0,1,0,11,0,10,1,14,2,2,2,39,64,5,0,30,2,34,213,1,8,87,10,0,10,222,22,163,0,110,0,9,35,98,3,7,9,60,0,12,8,2,7,53,59,2,49,112,25,51,3,10,5,0,30,32
"Cell934",0,49,0,16,7,35,3,1,7,30,66,60,0,9,21,13,36,3,0,42,5,42,5,2,2,44,25,68,0,7,0,3,2,4,0,3,10,1,0,38,47,5,0,45,10,41,200,5,6,70,12,5,2,330,45,155,0,89,0,6,40,47,2,4,1,10,0,7,2,12,2,70,48,0,57,91,30,34,2,8,2,2,12,18
"Cell935",0,56,4,23,3,42,0,0,6,24,75,55,0,5,27,15,58,3,3,20,7,22,0,0,0,40,33,116,0,10,0,13,0,12,0,14,6,1,0,43,86,2,0,66,4,37,200,4,8,78,12,4,1,278,37,140,0,49,0,9,45,99,3,0,10,39,0,10,0,7,4,58,57,0,21,80,42,44,1,2,9,0,17,49
"Cell936",0,48,2,27,5,28,1,0,9,12,72,61,0,5,22,11,53,3,1,19,19,10,2,9,0,14,23,65,0,4,1,14,1,11,0,12,3,0,0,43,56,2,1,44,1,17,148,0,10,69,17,3,1,257,24,130,0,50,0,11,29,59,5,2,7,30,0,4,4,0,9,56,76,0,21,51,14,28,0,18,3,2,7,42
"Cell937",0,35,0,26,2,39,0,0,3,18,61,29,0,2,16,6,25,2,2,17,0,10,1,1,12,18,19,67,0,6,0,11,5,6,0,1,4,7,0,24,79,2,0,26,2,26,176,3,3,99,11,2,7,338,41,123,0,34,0,12,31,35,0,1,10,21,0,5,5,5,16,28,23,0,35,110,8,32,0,12,3,0,16,24
"Cell938",0,41,2,19,3,71,1,0,6,28,61,52,0,4,20,6,45,4,4,36,4,30,5,2,2,29,36,109,0,7,0,13,2,6,5,7,3,0,0,53,97,3,1,85,4,30,204,0,1,92,28,8,7,390,35,155,2,68,0,1,49,88,3,4,16,29,0,7,3,4,8,44,79,7,35,80,24,42,5,26,8,0,14,30
"Cell939",0,67,0,30,4,41,0,0,1,16,52,32,0,5,8,8,51,2,5,32,8,16,5,5,2,32,24,38,0,9,0,18,6,2,3,7,1,9,1,53,41,0,0,37,6,20,133,3,18,67,10,5,4,248,15,159,0,53,0,6,19,55,4,2,12,23,0,6,4,9,3,67,53,0,31,78,8,44,3,24,14,3,25,22
"Cell940",0,36,3,4,1,33,0,1,2,16,23,54,0,3,21,8,43,2,3,9,5,8,8,1,2,20,37,44,0,1,1,7,1,3,2,7,3,1,1,53,53,3,0,45,5,41,112,4,7,38,12,1,2,279,23,116,0,65,0,5,13,24,1,0,6,30,0,9,0,3,5,53,44,0,18,66,7,17,7,6,4,0,16,29
"Cell941",0,71,3,18,2,44,1,0,6,22,56,56,0,4,24,16,31,1,2,19,15,12,4,0,2,28,46,102,0,8,0,5,1,5,0,9,6,1,0,50,66,6,0,45,11,42,180,3,9,67,13,1,1,290,19,106,0,73,0,8,45,63,4,0,9,37,1,8,6,2,4,61,60,0,52,80,10,17,3,21,5,1,12,22
"Cell942",0,23,2,14,5,29,1,0,2,7,32,26,0,6,14,10,16,0,2,13,4,18,4,0,3,25,25,42,0,0,0,18,3,3,1,4,2,0,0,51,26,2,0,19,3,12,81,1,7,26,1,1,4,243,14,68,1,40,0,7,11,37,1,0,7,12,0,3,0,3,7,13,55,0,32,61,16,23,0,8,2,2,16,23
"Cell943",0,39,6,5,2,24,2,0,0,23,40,45,0,1,41,12,31,0,0,28,5,25,2,3,4,18,36,73,0,8,1,2,1,4,0,10,1,1,0,35,63,2,0,36,2,46,124,0,6,52,8,0,4,248,27,119,0,40,0,10,23,55,0,1,4,23,0,2,3,4,7,74,42,0,25,63,13,40,0,14,6,0,18,14
"Cell944",0,53,7,27,4,31,1,0,8,42,73,68,0,10,24,10,55,5,3,30,2,24,3,0,4,44,37,102,0,11,0,15,3,7,0,4,10,1,0,51,34,5,1,57,6,43,210,0,7,90,21,5,3,279,16,112,0,66,0,6,25,110,4,5,6,45,0,10,4,3,7,79,50,0,33,54,11,61,3,9,3,1,15,35
"Cell945",0,67,1,17,6,64,0,0,2,28,58,54,0,0,25,18,34,3,2,26,11,62,6,3,2,32,42,71,0,12,0,7,0,6,0,5,1,1,0,68,80,1,0,44,6,64,205,0,3,87,24,5,4,285,28,134,0,56,0,14,30,112,3,8,8,17,0,12,11,5,13,84,76,0,36,88,29,35,1,16,3,2,11,36
"Cell946",0,47,0,10,0,40,0,0,4,30,48,75,0,2,35,11,45,2,1,32,14,21,1,1,4,44,41,59,0,6,0,9,1,5,2,13,12,3,4,47,37,5,0,38,0,29,175,2,7,76,10,4,2,270,24,144,1,85,0,8,41,61,4,2,9,29,0,6,4,0,3,88,49,0,35,85,24,26,1,5,7,0,15,38
"Cell947",0,54,1,16,5,37,4,0,6,18,41,53,4,9,13,6,42,5,1,44,9,21,14,1,2,38,44,65,0,10,0,14,0,4,0,12,4,2,5,41,47,2,0,40,2,30,165,3,3,61,29,0,10,252,17,144,0,45,0,11,25,70,2,5,10,19,0,7,4,4,22,58,103,0,47,97,7,35,6,8,1,1,20,14
"Cell948",0,52,3,4,5,36,1,0,0,13,59,45,0,2,25,7,18,1,8,18,9,19,3,0,1,20,36,88,0,4,0,24,1,7,1,6,2,2,0,35,30,3,0,16,5,41,171,4,5,78,7,0,0,241,11,83,0,60,0,2,42,69,3,2,6,31,0,10,0,4,6,44,48,0,33,46,19,20,3,14,4,6,13,31
"Cell949",0,42,3,8,2,28,0,0,0,14,51,26,0,3,17,3,73,0,8,13,6,10,4,5,0,15,23,91,0,1,0,3,1,1,0,6,2,0,0,22,63,3,0,31,3,25,134,2,1,54,3,2,7,266,25,76,0,48,0,8,25,43,0,0,14,15,0,4,5,1,1,54,43,0,31,62,5,27,0,7,8,0,17,5
